temperature,top_k,Distinct-1,Distinct-2,Repetition-2,Distinct-3,Repetition-3
0.7,20,0.22535211267605634,0.5056497175141242,0.49435028248587576,0.6883852691218131,0.3116147308781869
0.8,20,0.27520435967302453,0.5628415300546448,0.43715846994535523,0.7095890410958904,0.2904109589041096
0.9,50,0.28205128205128205,0.5685714285714286,0.4314285714285714,0.7363896848137536,0.26361031518624645
1.0,50,0.2796610169491525,0.546742209631728,0.45325779036827196,0.7073863636363636,0.29261363636363635
1.1,50,0.3474576271186441,0.6543909348441926,0.34560906515580736,0.8125,0.1875
1.2,100,0.3171428571428571,0.6361031518624641,0.36389684813753587,0.8074712643678161,0.19252873563218387
